ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP	SAMPLE_NAME
All Reads	ALL	79	704539	27096	21	5.506455	0.033452	NA	NA	NA	BC18-N
All Reads	ALL	80	601018	20774	22	4.948854	0.034336	NA	NA	NA	BC18-N
All Reads	ALL	81	504754	14853	21	4.213145	0.03457	NA	NA	NA	BC18-N
All Reads	ALL	82	423484	10202	21	3.449215	0.034149	NA	NA	NA	BC18-N
All Reads	ALL	83	348430	7475	21	3.071621	0.035527	NA	NA	NA	BC18-N
All Reads	ALL	84	270044	4293	21	2.276137	0.034739	NA	NA	NA	BC18-N
All Reads	ALL	85	195661	2004	21	1.466444	0.032758	NA	NA	NA	BC18-N
All Reads	ALL	86	130371	1157	21	1.270645	0.037356	NA	NA	NA	BC18-N
All Reads	ALL	87	84764	526	19	0.888477	0.038739	NA	NA	NA	BC18-N
All Reads	ALL	88	58468	274	20	0.670972	0.040535	NA	NA	NA	BC18-N
All Reads	ALL	89	38017	103	19	0.38791	0.038222	NA	NA	NA	BC18-N
All Reads	ALL	90	24933	25	23	0.143561	0.028712	NA	NA	NA	BC18-N
All Reads	ALL	91	15833	123	20	1.112279	0.100291	NA	NA	NA	BC18-N
All Reads	ALL	92	9370	25	20	0.382008	0.076402	NA	NA	NA	BC18-N
All Reads	ALL	93	5877	27	19	0.657779	0.12659	NA	NA	NA	BC18-N
All Reads	ALL	94	3408	321	16	13.485822	0.752705	NA	NA	NA	BC18-N
All Reads	ALL	95	1663	693	15	59.664083	2.266451	NA	NA	NA	BC18-N
All Reads	ALL	96	986	642	15	93.224507	3.679278	NA	NA	NA	BC18-N
All Reads	ALL	97	658	1420	15	308.982892	8.199555	NA	NA	NA	BC18-N
All Reads	ALL	98	328	1982	15	865.170672	19.433453	NA	NA	NA	BC18-N
All Reads	ALL	99	133	464	15	499.503255	23.188856	NA	NA	NA	BC18-N
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC18-N
All Reads	ALL	0	132619	18	17	0.01355	0.003194	NA	NA	NA	BC04-N
All Reads	ALL	1	95016	41	16	0.04308	0.006728	NA	NA	NA	BC04-N
All Reads	ALL	2	109250	33	15	0.030156	0.00525	NA	NA	NA	BC04-N
All Reads	ALL	3	139082	288	16	0.206732	0.012182	NA	NA	NA	BC04-N
All Reads	ALL	4	149438	116	14	0.077497	0.007195	NA	NA	NA	BC04-N
All Reads	ALL	5	152532	128	14	0.083779	0.007405	NA	NA	NA	BC04-N
All Reads	ALL	6	173446	269	14	0.154837	0.009441	NA	NA	NA	BC04-N
All Reads	ALL	7	187203	213	14	0.113593	0.007783	NA	NA	NA	BC04-N
All Reads	ALL	8	213554	131	16	0.061242	0.005351	NA	NA	NA	BC04-N
All Reads	ALL	9	241757	179	16	0.07392	0.005525	NA	NA	NA	BC04-N
All Reads	ALL	10	285954	215	20	0.075063	0.005119	NA	NA	NA	BC04-N
All Reads	ALL	11	351175	357	17	0.101492	0.005372	NA	NA	NA	BC04-N
All Reads	ALL	12	460264	427	17	0.092621	0.004482	NA	NA	NA	BC04-N
All Reads	ALL	13	609431	660	19	0.10812	0.004209	NA	NA	NA	BC04-N
All Reads	ALL	14	866131	892	20	0.102818	0.003443	NA	NA	NA	BC04-N
All Reads	ALL	15	1276991	1497	21	0.117036	0.003025	NA	NA	NA	BC04-N
All Reads	ALL	16	1912298	2935	18	0.153228	0.002828	NA	NA	NA	BC04-N
All Reads	ALL	17	2873264	5278	19	0.183392	0.002524	NA	NA	NA	BC04-N
All Reads	ALL	18	4310883	8178	20	0.189394	0.002094	NA	NA	NA	BC04-N
All Reads	ALL	19	6364320	14839	20	0.232776	0.001911	NA	NA	NA	BC04-N
All Reads	ALL	20	9194506	22074	20	0.239684	0.001613	NA	NA	NA	BC04-N
All Reads	ALL	21	12934834	34544	20	0.266623	0.001435	NA	NA	NA	BC04-N
All Reads	ALL	22	17664262	46523	22	0.262941	0.001219	NA	NA	NA	BC04-N
All Reads	ALL	23	23450931	62905	23	0.267801	0.001068	NA	NA	NA	BC04-N
All Reads	ALL	24	30272954	86288	23	0.284565	9.69e-4	NA	NA	NA	BC04-N
All Reads	ALL	25	37967796	118240	23	0.310911	9.04e-4	NA	NA	NA	BC04-N
All Reads	ALL	26	46244861	149435	23	0.322608	8.35e-4	NA	NA	NA	BC04-N
All Reads	ALL	27	54888845	182633	24	0.332186	7.77e-4	NA	NA	NA	BC04-N
All Reads	ALL	28	63607757	227848	24	0.35762	7.49e-4	NA	NA	NA	BC04-N
All Reads	ALL	29	72092623	273258	24	0.378415	7.24e-4	NA	NA	NA	BC04-N
All Reads	ALL	30	80150381	326499	24	0.406689	7.12e-4	NA	NA	NA	BC04-N
All Reads	ALL	31	87582575	377607	24	0.430436	7e-4	NA	NA	NA	BC04-N
All Reads	ALL	32	94099516	426915	24	0.45294	6.93e-4	NA	NA	NA	BC04-N
All Reads	ALL	33	99563693	480325	24	0.481638	6.95e-4	NA	NA	NA	BC04-N
All Reads	ALL	34	103822748	523030	24	0.502945	6.95e-4	NA	NA	NA	BC04-N
All Reads	ALL	35	107046720	577099	24	0.538224	7.08e-4	NA	NA	NA	BC04-N
All Reads	ALL	36	109094349	631212	24	0.577643	7.27e-4	NA	NA	NA	BC04-N
All Reads	ALL	37	109759029	671549	24	0.610835	7.45e-4	NA	NA	NA	BC04-N
All Reads	ALL	38	108742561	694932	24	0.638013	7.65e-4	NA	NA	NA	BC04-N
All Reads	ALL	39	106350740	719789	24	0.675696	7.96e-4	NA	NA	NA	BC04-N
All Reads	ALL	40	102986732	731875	24	0.709483	8.29e-4	NA	NA	NA	BC04-N
All Reads	ALL	41	98941479	742759	24	0.749473	8.7e-4	NA	NA	NA	BC04-N
All Reads	ALL	42	94444701	751061	24	0.793933	9.16e-4	NA	NA	NA	BC04-N
All Reads	ALL	43	89958166	748984	24	0.831225	9.6e-4	NA	NA	NA	BC04-N
All Reads	ALL	44	85906450	736937	24	0.856428	9.98e-4	NA	NA	NA	BC04-N
All Reads	ALL	45	82456226	736521	24	0.89176	0.001039	NA	NA	NA	BC04-N
All Reads	ALL	46	79550344	734405	24	0.92168	0.001076	NA	NA	NA	BC04-N
All Reads	ALL	47	77085421	726341	24	0.940708	0.001104	NA	NA	NA	BC04-N
All Reads	ALL	48	74497370	725722	24	0.972559	0.001142	NA	NA	NA	BC04-N
All Reads	ALL	49	71272749	731686	24	1.024915	0.001198	NA	NA	NA	BC04-N
All Reads	ALL	50	67162836	730134	24	1.085326	0.00127	NA	NA	NA	BC04-N
All Reads	ALL	51	62356075	719642	24	1.15219	0.001358	NA	NA	NA	BC04-N
All Reads	ALL	52	57369069	721702	24	1.255933	0.001478	NA	NA	NA	BC04-N
All Reads	ALL	53	52702057	728237	24	1.379532	0.001617	NA	NA	NA	BC04-N
All Reads	ALL	54	48542265	748080	24	1.53856	0.001779	NA	NA	NA	BC04-N
All Reads	ALL	55	44876597	766044	24	1.704199	0.001947	NA	NA	NA	BC04-N
All Reads	ALL	56	41346578	783072	24	1.890813	0.002137	NA	NA	NA	BC04-N
All Reads	ALL	57	37594432	804157	23	2.135521	0.002381	NA	NA	NA	BC04-N
All Reads	ALL	58	33458358	806486	23	2.40646	0.00268	NA	NA	NA	BC04-N
All Reads	ALL	59	28972655	810569	23	2.793111	0.003102	NA	NA	NA	BC04-N
All Reads	ALL	60	24470214	787157	23	3.211516	0.00362	NA	NA	NA	BC04-N
All Reads	ALL	61	20316562	772910	23	3.79809	0.00432	NA	NA	NA	BC04-N
All Reads	ALL	62	16771816	721741	23	4.296233	0.005057	NA	NA	NA	BC04-N
All Reads	ALL	63	13846719	669516	23	4.827259	0.0059	NA	NA	NA	BC04-N
All Reads	ALL	64	11435727	618288	23	5.397759	0.006865	NA	NA	NA	BC04-N
All Reads	ALL	65	9427296	554511	23	5.872317	0.007886	NA	NA	NA	BC04-N
All Reads	ALL	66	7763602	491680	23	6.322746	0.009017	NA	NA	NA	BC04-N
All Reads	ALL	67	6306729	441154	23	6.98349	0.010514	NA	NA	NA	BC04-N
All Reads	ALL	68	5044172	373634	23	7.395082	0.012098	NA	NA	NA	BC04-N
All Reads	ALL	69	4036063	313708	23	7.759865	0.013855	NA	NA	NA	BC04-N
All Reads	ALL	70	3237424	258831	23	7.981843	0.015689	NA	NA	NA	BC04-N
All Reads	ALL	71	2593527	206312	23	7.941823	0.017485	NA	NA	NA	BC04-N
All Reads	ALL	72	2098727	166350	22	7.913222	0.019402	NA	NA	NA	BC04-N
All Reads	ALL	73	1714316	131593	22	7.663522	0.021126	NA	NA	NA	BC04-N
All Reads	ALL	74	1414431	108982	23	7.692358	0.023301	NA	NA	NA	BC04-N
All Reads	ALL	75	1193116	90337	22	7.559089	0.02515	NA	NA	NA	BC04-N
All Reads	ALL	76	1030236	77229	22	7.483938	0.02693	NA	NA	NA	BC04-N
All Reads	ALL	77	906345	60542	22	6.668831	0.027103	NA	NA	NA	BC04-N
All Reads	ALL	78	806223	47487	22	5.880389	0.026985	NA	NA	NA	BC04-N
All Reads	ALL	79	704539	36712	22	5.202229	0.027151	NA	NA	NA	BC04-N
All Reads	ALL	80	601018	30068	22	4.994633	0.028804	NA	NA	NA	BC04-N
All Reads	ALL	81	504754	23384	22	4.625147	0.030246	NA	NA	NA	BC04-N
All Reads	ALL	82	423484	17448	22	4.113345	0.03114	NA	NA	NA	BC04-N
All Reads	ALL	83	348430	14329	22	4.105696	0.034299	NA	NA	NA	BC04-N
All Reads	ALL	84	270044	10045	21	3.713658	0.037053	NA	NA	NA	BC04-N
All Reads	ALL	85	195661	5907	21	3.014041	0.039216	NA	NA	NA	BC04-N
All Reads	ALL	86	130371	4032	20	3.087635	0.048626	NA	NA	NA	BC04-N
All Reads	ALL	87	84764	2312	19	2.723096	0.056633	NA	NA	NA	BC04-N
All Reads	ALL	88	58468	1134	19	1.936339	0.057501	NA	NA	NA	BC04-N
All Reads	ALL	89	38017	435	20	1.142347	0.054771	NA	NA	NA	BC04-N
All Reads	ALL	90	24933	183	22	0.732762	0.054167	NA	NA	NA	BC04-N
All Reads	ALL	91	15833	159	19	1.002583	0.07951	NA	NA	NA	BC04-N
All Reads	ALL	92	9370	44	19	0.468813	0.070676	NA	NA	NA	BC04-N
All Reads	ALL	93	5877	37	19	0.628539	0.103331	NA	NA	NA	BC04-N
All Reads	ALL	94	3408	290	16	8.495421	0.498868	NA	NA	NA	BC04-N
All Reads	ALL	95	1663	369	15	22.152391	1.153207	NA	NA	NA	BC04-N
All Reads	ALL	96	986	220	14	22.275746	1.50183	NA	NA	NA	BC04-N
All Reads	ALL	97	658	745	15	113.036023	4.141319	NA	NA	NA	BC04-N
All Reads	ALL	98	328	879	14	267.547884	9.024166	NA	NA	NA	BC04-N
All Reads	ALL	99	133	129	15	96.833261	8.525693	NA	NA	NA	BC04-N
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC04-N
All Reads	ALL	0	132619	17	18	0.012338	0.002992	NA	NA	NA	BC09-N
All Reads	ALL	1	95016	43	13	0.043557	0.006642	NA	NA	NA	BC09-N
All Reads	ALL	2	109250	22	19	0.019382	0.004132	NA	NA	NA	BC09-N
All Reads	ALL	3	139082	249	15	0.172312	0.01092	NA	NA	NA	BC09-N
All Reads	ALL	4	149438	129	13	0.083084	0.007315	NA	NA	NA	BC09-N
All Reads	ALL	5	152532	139	14	0.087708	0.007439	NA	NA	NA	BC09-N
All Reads	ALL	6	173446	297	14	0.164808	0.009563	NA	NA	NA	BC09-N
All Reads	ALL	7	187203	187	14	0.096143	0.007031	NA	NA	NA	BC09-N
All Reads	ALL	8	213554	169	15	0.076167	0.005859	NA	NA	NA	BC09-N
All Reads	ALL	9	241757	218	17	0.086789	0.005878	NA	NA	NA	BC09-N
All Reads	ALL	10	285954	270	18	0.090877	0.005531	NA	NA	NA	BC09-N
All Reads	ALL	11	351175	370	17	0.101406	0.005272	NA	NA	NA	BC09-N
All Reads	ALL	12	460264	477	19	0.099747	0.004567	NA	NA	NA	BC09-N
All Reads	ALL	13	609431	650	19	0.102654	0.004026	NA	NA	NA	BC09-N
All Reads	ALL	14	866131	957	20	0.106345	0.003438	NA	NA	NA	BC09-N
All Reads	ALL	15	1276991	1665	22	0.125491	0.003075	NA	NA	NA	BC09-N
All Reads	ALL	16	1912298	2994	20	0.15069	0.002754	NA	NA	NA	BC09-N
All Reads	ALL	17	2873264	5665	20	0.189763	0.002521	NA	NA	NA	BC09-N
All Reads	ALL	18	4310883	9123	20	0.203685	0.002133	NA	NA	NA	BC09-N
All Reads	ALL	19	6364320	15292	21	0.231259	0.00187	NA	NA	NA	BC09-N
All Reads	ALL	20	9194506	23593	20	0.246969	0.001608	NA	NA	NA	BC09-N
All Reads	ALL	21	12934834	35832	20	0.266623	0.001409	NA	NA	NA	BC09-N
All Reads	ALL	22	17664262	48945	22	0.266686	0.001205	NA	NA	NA	BC09-N
All Reads	ALL	23	23450931	66172	23	0.271582	0.001056	NA	NA	NA	BC09-N
All Reads	ALL	24	30272954	92208	23	0.293157	9.65e-4	NA	NA	NA	BC09-N
All Reads	ALL	25	37967796	125061	24	0.317025	8.96e-4	NA	NA	NA	BC09-N
All Reads	ALL	26	46244861	157984	24	0.328804	8.27e-4	NA	NA	NA	BC09-N
All Reads	ALL	27	54888845	192318	24	0.337227	7.69e-4	NA	NA	NA	BC09-N
All Reads	ALL	28	63607757	240070	24	0.363258	7.41e-4	NA	NA	NA	BC09-N
All Reads	ALL	29	72092623	286376	24	0.382325	7.14e-4	NA	NA	NA	BC09-N
All Reads	ALL	30	80150381	341830	24	0.41048	7.02e-4	NA	NA	NA	BC09-N
All Reads	ALL	31	87582575	395726	24	0.434875	6.91e-4	NA	NA	NA	BC09-N
All Reads	ALL	32	94099516	445943	24	0.45612	6.83e-4	NA	NA	NA	BC09-N
All Reads	ALL	33	99563693	503261	24	0.486496	6.86e-4	NA	NA	NA	BC09-N
All Reads	ALL	34	103822748	547337	24	0.507399	6.86e-4	NA	NA	NA	BC09-N
All Reads	ALL	35	107046720	607101	24	0.545852	7.01e-4	NA	NA	NA	BC09-N
All Reads	ALL	36	109094349	659656	24	0.581972	7.17e-4	NA	NA	NA	BC09-N
All Reads	ALL	37	109759029	699226	24	0.613147	7.33e-4	NA	NA	NA	BC09-N
All Reads	ALL	38	108742561	723057	24	0.639971	7.53e-4	NA	NA	NA	BC09-N
All Reads	ALL	39	106350740	749730	24	0.678502	7.84e-4	NA	NA	NA	BC09-N
All Reads	ALL	40	102986732	758538	24	0.708897	8.14e-4	NA	NA	NA	BC09-N
All Reads	ALL	41	98941479	771069	24	0.75007	8.54e-4	NA	NA	NA	BC09-N
All Reads	ALL	42	94444701	781362	24	0.796273	9.01e-4	NA	NA	NA	BC09-N
All Reads	ALL	43	89958166	777528	24	0.831884	9.43e-4	NA	NA	NA	BC09-N
All Reads	ALL	44	85906450	766980	25	0.859301	9.81e-4	NA	NA	NA	BC09-N
All Reads	ALL	45	82456226	763445	25	0.891131	0.00102	NA	NA	NA	BC09-N
All Reads	ALL	46	79550344	759435	25	0.918831	0.001054	NA	NA	NA	BC09-N
All Reads	ALL	47	77085421	751699	25	0.938553	0.001083	NA	NA	NA	BC09-N
All Reads	ALL	48	74497370	753088	25	0.972953	0.001121	NA	NA	NA	BC09-N
All Reads	ALL	49	71272749	756372	24	1.021407	0.001174	NA	NA	NA	BC09-N
All Reads	ALL	50	67162836	756614	24	1.084257	0.001247	NA	NA	NA	BC09-N
All Reads	ALL	51	62356075	746428	24	1.152116	0.001334	NA	NA	NA	BC09-N
All Reads	ALL	52	57369069	749022	24	1.25662	0.001452	NA	NA	NA	BC09-N
All Reads	ALL	53	52702057	753479	24	1.376039	0.001585	NA	NA	NA	BC09-N
All Reads	ALL	54	48542265	777303	24	1.541194	0.001748	NA	NA	NA	BC09-N
All Reads	ALL	55	44876597	792075	24	1.698766	0.001909	NA	NA	NA	BC09-N
All Reads	ALL	56	41346578	808807	24	1.882749	0.002093	NA	NA	NA	BC09-N
All Reads	ALL	57	37594432	830285	24	2.125645	0.002333	NA	NA	NA	BC09-N
All Reads	ALL	58	33458358	830332	24	2.388549	0.002621	NA	NA	NA	BC09-N
All Reads	ALL	59	28972655	834570	24	2.772436	0.003035	NA	NA	NA	BC09-N
All Reads	ALL	60	24470214	809572	24	3.184233	0.003539	NA	NA	NA	BC09-N
All Reads	ALL	61	20316562	791721	24	3.750671	0.004215	NA	NA	NA	BC09-N
All Reads	ALL	62	16771816	741388	24	4.254539	0.004941	NA	NA	NA	BC09-N
All Reads	ALL	63	13846719	688608	24	4.786436	0.005768	NA	NA	NA	BC09-N
All Reads	ALL	64	11435727	635778	24	5.350924	0.006711	NA	NA	NA	BC09-N
All Reads	ALL	65	9427296	570297	23	5.822386	0.00771	NA	NA	NA	BC09-N
All Reads	ALL	66	7763602	507511	23	6.291718	0.008832	NA	NA	NA	BC09-N
All Reads	ALL	67	6306729	455254	23	6.94763	0.010297	NA	NA	NA	BC09-N
All Reads	ALL	68	5044172	385275	23	7.351365	0.011844	NA	NA	NA	BC09-N
All Reads	ALL	69	4036063	324552	23	7.739509	0.013585	NA	NA	NA	BC09-N
All Reads	ALL	70	3237424	268033	23	7.968485	0.015392	NA	NA	NA	BC09-N
All Reads	ALL	71	2593527	213682	23	7.929837	0.017155	NA	NA	NA	BC09-N
All Reads	ALL	72	2098727	172051	23	7.890206	0.019022	NA	NA	NA	BC09-N
All Reads	ALL	73	1714316	135870	23	7.62816	0.020695	NA	NA	NA	BC09-N
All Reads	ALL	74	1414431	114362	23	7.781925	0.023012	NA	NA	NA	BC09-N
All Reads	ALL	75	1193116	95423	23	7.697638	0.024919	NA	NA	NA	BC09-N
All Reads	ALL	76	1030236	80395	23	7.510682	0.026489	NA	NA	NA	BC09-N
All Reads	ALL	77	906345	63396	23	6.732175	0.026738	NA	NA	NA	BC09-N
All Reads	ALL	78	806223	51027	23	6.091608	0.026967	NA	NA	NA	BC09-N
All Reads	ALL	79	704539	38796	23	5.299916	0.026908	NA	NA	NA	BC09-N
All Reads	ALL	80	601018	31798	23	5.092129	0.028556	NA	NA	NA	BC09-N
All Reads	ALL	81	504754	24633	23	4.697044	0.029927	NA	NA	NA	BC09-N
All Reads	ALL	82	423484	18659	22	4.240709	0.031045	NA	NA	NA	BC09-N
All Reads	ALL	83	348430	15867	22	4.382948	0.034795	NA	NA	NA	BC09-N
All Reads	ALL	84	270044	10865	22	3.872418	0.037151000000000003	NA	NA	NA	BC09-N
All Reads	ALL	85	195661	6961	22	3.424163	0.041041	NA	NA	NA	BC09-N
All Reads	ALL	86	130371	4680	21	3.455031	0.050504	NA	NA	NA	BC09-N
All Reads	ALL	87	84764	3164	20	3.592627	0.06387	NA	NA	NA	BC09-N
All Reads	ALL	88	58468	1709	20	2.813267	0.068052	NA	NA	NA	BC09-N
All Reads	ALL	89	38017	728	20	1.843065	0.068309	NA	NA	NA	BC09-N
All Reads	ALL	90	24933	363	18	1.401261	0.073547	NA	NA	NA	BC09-N
All Reads	ALL	91	15833	287	14	1.74464	0.102983	NA	NA	NA	BC09-N
All Reads	ALL	92	9370	90	13	0.924464	0.097447	NA	NA	NA	BC09-N
All Reads	ALL	93	5877	79	10	1.293774	0.145561	NA	NA	NA	BC09-N
All Reads	ALL	94	3408	295	16	8.331237	0.485063	NA	NA	NA	BC09-N
All Reads	ALL	95	1663	450	15	26.043979	1.227725	NA	NA	NA	BC09-N
All Reads	ALL	96	986	263	14	25.672367	1.583026	NA	NA	NA	BC09-N
All Reads	ALL	97	658	868	15	126.964089	4.309442	NA	NA	NA	BC09-N
All Reads	ALL	98	328	942	15	276.416606	9.00614	NA	NA	NA	BC09-N
All Reads	ALL	99	133	124	15	89.734018	8.058353	NA	NA	NA	BC09-N
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC09-N
All Reads	ALL	0	132619	18	20	0.012037	0.002837	NA	NA	NA	BC06-N
All Reads	ALL	1	95016	39	11	0.036402	0.005829	NA	NA	NA	BC06-N
All Reads	ALL	2	109250	46	12	0.037341	0.005506	NA	NA	NA	BC06-N
All Reads	ALL	3	139082	255	15	0.162601	0.010182	NA	NA	NA	BC06-N
All Reads	ALL	4	149438	174	14	0.103263	0.007828	NA	NA	NA	BC06-N
All Reads	ALL	5	152532	153	13	0.088958	0.007192	NA	NA	NA	BC06-N
All Reads	ALL	6	173446	335	13	0.171291	0.009359	NA	NA	NA	BC06-N
All Reads	ALL	7	187203	228	13	0.108013	0.007153	NA	NA	NA	BC06-N
All Reads	ALL	8	213554	202	16	0.083888	0.005902	NA	NA	NA	BC06-N
All Reads	ALL	9	241757	214	16	0.078504	0.005366	NA	NA	NA	BC06-N
All Reads	ALL	10	285954	232	17	0.071953	0.004724	NA	NA	NA	BC06-N
All Reads	ALL	11	351175	412	17	0.104047	0.005126	NA	NA	NA	BC06-N
All Reads	ALL	12	460264	521	19	0.100389	0.004398	NA	NA	NA	BC06-N
All Reads	ALL	13	609431	742	18	0.107978	0.003964	NA	NA	NA	BC06-N
All Reads	ALL	14	866131	1060	21	0.108537	0.003334	NA	NA	NA	BC06-N
All Reads	ALL	15	1276991	1774	20	0.123203	0.002925	NA	NA	NA	BC06-N
All Reads	ALL	16	1912298	3359	21	0.155779	0.002688	NA	NA	NA	BC06-N
All Reads	ALL	17	2873264	5852	20	0.180627	0.002361	NA	NA	NA	BC06-N
All Reads	ALL	18	4310883	9784	21	0.201282	0.002035	NA	NA	NA	BC06-N
All Reads	ALL	19	6364320	17038	20	0.237422	0.001819	NA	NA	NA	BC06-N
All Reads	ALL	20	9194506	25560	20	0.24654	0.001542	NA	NA	NA	BC06-N
All Reads	ALL	21	12934834	39014	20	0.267494	0.001354	NA	NA	NA	BC06-N
All Reads	ALL	22	17664262	53293	22	0.267565	0.001159	NA	NA	NA	BC06-N
All Reads	ALL	23	23450931	71660	23	0.271001	0.001012	NA	NA	NA	BC06-N
All Reads	ALL	24	30272954	97499	24	0.285628	9.15e-4	NA	NA	NA	BC06-N
All Reads	ALL	25	37967796	132438	24	0.309351	8.5e-4	NA	NA	NA	BC06-N
All Reads	ALL	26	46244861	168485	24	0.323112	7.87e-4	NA	NA	NA	BC06-N
All Reads	ALL	27	54888845	206718	24	0.334002	7.35e-4	NA	NA	NA	BC06-N
All Reads	ALL	28	63607757	258113	24	0.359878	7.08e-4	NA	NA	NA	BC06-N
All Reads	ALL	29	72092623	308119	24	0.379038	6.83e-4	NA	NA	NA	BC06-N
All Reads	ALL	30	80150381	364910	24	0.403771	6.68e-4	NA	NA	NA	BC06-N
All Reads	ALL	31	87582575	424498	24	0.429846	6.6e-4	NA	NA	NA	BC06-N
All Reads	ALL	32	94099516	479930	24	0.45232	6.53e-4	NA	NA	NA	BC06-N
All Reads	ALL	33	99563693	539974	24	0.48098	6.55e-4	NA	NA	NA	BC06-N
All Reads	ALL	34	103822748	588989	24	0.503118	6.56e-4	NA	NA	NA	BC06-N
All Reads	ALL	35	107046720	650978	24	0.539322	6.68e-4	NA	NA	NA	BC06-N
All Reads	ALL	36	109094349	711160	24	0.578123	6.86e-4	NA	NA	NA	BC06-N
All Reads	ALL	37	109759029	755163	24	0.610176	7.02e-4	NA	NA	NA	BC06-N
All Reads	ALL	38	108742561	781146	24	0.637071	7.21e-4	NA	NA	NA	BC06-N
All Reads	ALL	39	106350740	809405	24	0.674964	7.5e-4	NA	NA	NA	BC06-N
All Reads	ALL	40	102986732	823501	24	0.70915	7.81e-4	NA	NA	NA	BC06-N
All Reads	ALL	41	98941479	837431	24	0.750629	8.2e-4	NA	NA	NA	BC06-N
All Reads	ALL	42	94444701	846847	24	0.795211	8.64e-4	NA	NA	NA	BC06-N
All Reads	ALL	43	89958166	841565	24	0.829664	9.04e-4	NA	NA	NA	BC06-N
All Reads	ALL	44	85906450	826532	25	0.853275	9.39e-4	NA	NA	NA	BC06-N
All Reads	ALL	45	82456226	826128	25	0.888544	9.78e-4	NA	NA	NA	BC06-N
All Reads	ALL	46	79550344	823690	25	0.918283	0.001012	NA	NA	NA	BC06-N
All Reads	ALL	47	77085421	814615	25	0.937206	0.001038	NA	NA	NA	BC06-N
All Reads	ALL	48	74497370	815992	24	0.971404	0.001075	NA	NA	NA	BC06-N
All Reads	ALL	49	71272749	817001	24	1.016609	0.001125	NA	NA	NA	BC06-N
All Reads	ALL	50	67162836	819626	24	1.082285	0.001195	NA	NA	NA	BC06-N
All Reads	ALL	51	62356075	809015	24	1.150622	0.001279	NA	NA	NA	BC06-N
All Reads	ALL	52	57369069	811747	24	1.254867	0.001393	NA	NA	NA	BC06-N
All Reads	ALL	53	52702057	817419	24	1.375537	0.001521	NA	NA	NA	BC06-N
All Reads	ALL	54	48542265	841665	24	1.537709	0.001676	NA	NA	NA	BC06-N
All Reads	ALL	55	44876597	864851	24	1.709135	0.001838	NA	NA	NA	BC06-N
All Reads	ALL	56	41346578	883026	24	1.894039	0.002016	NA	NA	NA	BC06-N
All Reads	ALL	57	37594432	904319	24	2.133306	0.002243	NA	NA	NA	BC06-N
All Reads	ALL	58	33458358	908540	24	2.40821	0.002527	NA	NA	NA	BC06-N
All Reads	ALL	59	28972655	911907	24	2.791369	0.002923	NA	NA	NA	BC06-N
All Reads	ALL	60	24470214	883022	24	3.200286	0.003406	NA	NA	NA	BC06-N
All Reads	ALL	61	20316562	865944	24	3.780024	0.004062	NA	NA	NA	BC06-N
All Reads	ALL	62	16771816	810626	24	4.286427	0.004761	NA	NA	NA	BC06-N
All Reads	ALL	63	13846719	751883	23	4.815688	0.005554	NA	NA	NA	BC06-N
All Reads	ALL	64	11435727	693851	23	5.380931	0.00646	NA	NA	NA	BC06-N
All Reads	ALL	65	9427296	624253	23	5.872574	0.007433	NA	NA	NA	BC06-N
All Reads	ALL	66	7763602	556596	23	6.358165	0.008522	NA	NA	NA	BC06-N
All Reads	ALL	67	6306729	500120	23	7.032748	0.009945	NA	NA	NA	BC06-N
All Reads	ALL	68	5044172	423218	23	7.440964	0.011438	NA	NA	NA	BC06-N
All Reads	ALL	69	4036063	355056	23	7.801783	0.013093	NA	NA	NA	BC06-N
All Reads	ALL	70	3237424	294094	23	8.05641	0.014856	NA	NA	NA	BC06-N
All Reads	ALL	71	2593527	234248	23	8.01014	0.01655	NA	NA	NA	BC06-N
All Reads	ALL	72	2098727	189080	23	7.98996	0.018375	NA	NA	NA	BC06-N
All Reads	ALL	73	1714316	150694	22	7.795789	0.020082	NA	NA	NA	BC06-N
All Reads	ALL	74	1414431	124493	23	7.805813	0.022123	NA	NA	NA	BC06-N
All Reads	ALL	75	1193116	103691	23	7.707497	0.023936	NA	NA	NA	BC06-N
All Reads	ALL	76	1030236	88921	23	7.654602	0.02567	NA	NA	NA	BC06-N
All Reads	ALL	77	906345	69805	23	6.830429	0.025853	NA	NA	NA	BC06-N
All Reads	ALL	78	806223	56040	23	6.164501	0.02604	NA	NA	NA	BC06-N
All Reads	ALL	79	704539	42255	22	5.318976	0.025876	NA	NA	NA	BC06-N
All Reads	ALL	80	601018	34188	22	5.044768	0.027284	NA	NA	NA	BC06-N
All Reads	ALL	81	504754	26554	23	4.665575	0.028631	NA	NA	NA	BC06-N
All Reads	ALL	82	423484	20285	22	4.248083	0.029827	NA	NA	NA	BC06-N
All Reads	ALL	83	348430	17153	22	4.365958	0.033336	NA	NA	NA	BC06-N
All Reads	ALL	84	270044	11333	21	3.721905	0.034962	NA	NA	NA	BC06-N
All Reads	ALL	85	195661	6774	22	3.070407	0.037306	NA	NA	NA	BC06-N
